collection_time_utc,source_weather,source_air,source_city_selection,units_weather,country_code,country_name,country_capital,country_population,continent,city_name,city_name_ascii,city_population,population_rank_in_country,city_timezone_geonames,geonames_feature_code,city_dem,geonameid,geonames_modification_date,geo_lat,geo_lon,weather_id,weather_main,weather_description,weather_icon,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,visibility,wind_speed,wind_deg,wind_gust,clouds_all,rain_1h,rain_3h,snow_1h,snow_3h,timezone_shift_seconds,weather_time_unix,weather_time_utc,sunrise_unix,sunrise_utc,sunset_unix,sunset_utc,station_country,station_type,city_id_openweather,city_name_api,cod,wind_compass,is_daytime,temp_category,comfort_proxy,has_rain,has_snow,air_time_unix,air_time_utc,aqi,pm2_5,pm10,co,no,no2,o3,so2,nh3,aqi_label,pm25_category,weather_datetime_utc,air_datetime_utc,year,month,day,hour,day_of_week,is_weekend,season,temp_humidity_interaction,wind_pm25_interaction,pressure_temp_interaction,target_aqi_class,target_pm25,target_pm10
2026-04-24T07:06:06Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AD,Andorra,Andorra la Vella,77006,EU,Andorra la Vella,Andorra la Vella,20430,1,Europe/Andorra,PPLC,1037,3041563,2020-03-03,42.50779,1.52109,803,Clouds,broken clouds,04d,14.11,13.53,13.14,14.11,1020,75,1020,816,4676.0,0.45,242,1.34,69,0.0,0.0,0.0,0.0,7200,1777014366,2026-04-24T07:06:06Z,1777006737,2026-04-24T04:58:57Z,1777056292,2026-04-24T18:44:52Z,AD,stations,3041563,Andorra la Vella,200,WSW,1,mild,21.61,0,0,1777014366,2026-04-24T07:06:06Z,2,4.71,10.81,135.4,0.17,6.88,66.71,0.33,16.07,fair,low,2026-04-24T07:06:06Z,2026-04-24T07:06:06Z,2026,4,24,7,4,0,spring,1058.25,2.1195,14392.2,2,4.71,10.81
2026-04-24T07:06:06Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AD,Andorra,Andorra la Vella,77006,EU,les Escaldes,les Escaldes,15853,2,Europe/Andorra,PPLA,1033,3040051,2026-04-13,42.50729,1.53414,803,Clouds,broken clouds,04d,14.33,13.78,13.36,14.33,1020,75,1020,816,4676.0,0.45,242,1.34,69,0.0,0.0,0.0,0.0,7200,1777014366,2026-04-24T07:06:06Z,1777006734,2026-04-24T04:58:54Z,1777056289,2026-04-24T18:44:49Z,AD,stations,3040051,Escaldes-Engordany,200,WSW,1,mild,21.83,0,0,1777014366,2026-04-24T07:06:06Z,2,4.71,10.81,135.4,0.17,6.88,66.71,0.33,16.07,fair,low,2026-04-24T07:06:06Z,2026-04-24T07:06:06Z,2026,4,24,7,4,0,spring,1074.75,2.1195,14616.6,2,4.71,10.81
2026-04-24T07:06:07Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AE,United Arab Emirates,Abu Dhabi,9630959,AS,Dubai,Dubai,3790000,1,Asia/Dubai,PPLA,24,292223,2026-04-13,25.07725,55.30927,800,Clear,clear sky,01d,35.84,34.65,35.84,36.05,1009,24,1009,1006,10000.0,3.09,15,3.27,8,0.0,0.0,0.0,0.0,14400,1777014101,2026-04-24T07:01:41Z,1776995317,2026-04-24T01:48:37Z,1777041897,2026-04-24T14:44:57Z,AE,stations,292224,Dubai,200,NNE,1,hot,38.24,0,0,1777014367,2026-04-24T07:06:07Z,4,28.41,116.85,187.29,5.33,14.91,90.17,7.62,0.4,poor,high,2026-04-24T07:01:41Z,2026-04-24T07:06:07Z,2026,4,24,7,4,0,spring,860.1600000000001,87.7869,36162.560000000005,4,28.41,116.85
2026-04-24T07:06:07Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AE,United Arab Emirates,Abu Dhabi,9630959,AS,Abu Dhabi,Abu Dhabi,1807000,2,Asia/Dubai,PPLC,6,292968,2024-03-27,24.45118,54.39696,800,Clear,clear sky,01d,33.02,33.4,33.02,36.07,1010,38,1010,1010,10000.0,3.6,20,,0,0.0,0.0,0.0,0.0,14400,1777014367,2026-04-24T07:06:07Z,1776995578,2026-04-24T01:52:58Z,1777042074,2026-04-24T14:47:54Z,AE,stations,8056564,Al Amān,200,NNE,1,hot,36.82,0,0,1777014367,2026-04-24T07:06:07Z,3,18.07,97.68,113.88,0.13,0.73,109.45,1.0,0.06,moderate,moderate,2026-04-24T07:06:07Z,2026-04-24T07:06:07Z,2026,4,24,7,4,0,spring,1254.7600000000002,65.052,33350.200000000004,3,18.07,97.68
2026-04-24T07:06:07Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AE,United Arab Emirates,Abu Dhabi,9630959,AS,Sharjah,Sharjah,1800000,3,Asia/Dubai,PPLA,15,292672,2026-04-13,25.3342,55.41221,800,Clear,clear sky,01d,36.0,34.86,36.0,36.18,1010,24,1010,1007,10000.0,3.6,360,,0,0.0,0.0,0.0,0.0,14400,1777014367,2026-04-24T07:06:07Z,1776995274,2026-04-24T01:47:54Z,1777041890,2026-04-24T14:44:50Z,AE,stations,292672,Sharjah city,200,N,1,hot,38.4,0,0,1777014367,2026-04-24T07:06:07Z,4,31.45,122.41,182.82,4.5,14.42,93.22,6.91,0.52,poor,high,2026-04-24T07:06:07Z,2026-04-24T07:06:07Z,2026,4,24,7,4,0,spring,864.0,113.22,36360.0,4,31.45,122.41
2026-04-24T07:06:07Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AF,Afghanistan,Kabul,37172386,AS,Kabul,Kabul,4434550,1,Asia/Kabul,PPLC,1798,1138958,2024-11-12,34.52813,69.17233,804,Clouds,overcast clouds,04d,20.79,19.97,20.79,20.79,1012,40,1012,809,10000.0,1.22,240,4.69,100,0.0,0.0,0.0,0.0,16200,1777014367,2026-04-24T07:06:07Z,1776991275,2026-04-24T00:41:15Z,1777039286,2026-04-24T14:01:26Z,AF,stations,1138958,Kabul,200,WSW,1,warm,24.79,0,0,1777014367,2026-04-24T07:06:07Z,2,6.63,10.83,428.16,0.39,1.62,73.51,0.24,2.23,fair,low,2026-04-24T07:06:07Z,2026-04-24T07:06:07Z,2026,4,24,7,4,0,spring,831.5999999999999,8.0886,21039.48,2,6.63,10.83
2026-04-24T07:06:07Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AF,Afghanistan,Kabul,37172386,AS,Herāt,Herat,574300,2,Asia/Kabul,PPLA,927,1140026,2026-04-13,34.34817,62.19967,800,Clear,clear sky,01d,28.16,26.85,28.16,28.16,1010,20,1010,910,10000.0,2.47,166,2.75,0,0.0,0.0,0.0,0.0,16200,1777014367,2026-04-24T07:06:07Z,1776992962,2026-04-24T01:09:22Z,1777040945,2026-04-24T14:29:05Z,AF,stations,1140026,Herat,200,SSE,1,warm,30.16,0,0,1777014367,2026-04-24T07:06:07Z,2,4.33,18.6,109.02,0.03,0.14,95.47,0.12,0.2,fair,low,2026-04-24T07:06:07Z,2026-04-24T07:06:07Z,2026,4,24,7,4,0,spring,563.2,10.695100000000002,28441.6,2,4.33,18.6
2026-04-24T07:06:07Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AF,Afghanistan,Kabul,37172386,AS,Mazār-e Sharīf,Mazar-e Sharif,523300,3,Asia/Kabul,PPLA,361,1133616,2026-04-13,36.70904,67.11087,804,Clouds,overcast clouds,04d,28.07,27.66,28.07,28.07,1010,39,1010,952,10000.0,4.43,61,4.48,100,0.0,0.0,0.0,0.0,16200,1777014217,2026-04-24T07:03:37Z,1776991580,2026-04-24T00:46:20Z,1777039970,2026-04-24T14:12:50Z,AF,stations,1133616,Mazari Sharif,200,ENE,1,warm,31.97,0,0,1777014367,2026-04-24T07:06:07Z,2,1.59,4.26,93.22,0.01,0.08,82.38,0.1,0.24,fair,low,2026-04-24T07:03:37Z,2026-04-24T07:06:07Z,2026,4,24,7,4,0,spring,1094.73,7.0437,28350.7,2,1.59,4.26
2026-04-24T07:06:08Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AG,Antigua and Barbuda,St. John's,96286,,Saint John’s,Saint John's,51737,1,America/Antigua,PPLC,12,3576022,2026-02-02,17.12096,-61.84329,500,Rain,light rain,10n,23.43,24.05,23.43,23.92,1012,85,1012,1011,10000.0,2.06,90,,40,0.26,0.0,0.0,0.0,-14400,1777014368,2026-04-24T07:06:08Z,1777023935,2026-04-24T09:45:35Z,1777069505,2026-04-24T22:25:05Z,AG,stations,3576022,St John's,200,E,0,warm,31.93,1,0,1777014368,2026-04-24T07:06:08Z,1,1.8,3.79,112.32,0.0,1.33,50.56,1.09,0.0,good,low,2026-04-24T07:06:08Z,2026-04-24T07:06:08Z,2026,4,24,7,4,0,spring,1991.55,3.708,23711.16,1,1.8,3.79
2026-04-24T07:06:08Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AL,Albania,Tirana,2866376,EU,Tirana,Tirana,418495,1,Europe/Tirane,PPLC,113,3183875,2025-06-12,41.32744,19.81866,800,Clear,clear sky,01d,12.51,11.23,12.51,12.51,1016,54,1016,979,10000.0,0.51,0,,0,0.0,0.0,0.0,0.0,7200,1777014368,2026-04-24T07:06:08Z,1777002475,2026-04-24T03:47:55Z,1777051772,2026-04-24T17:29:32Z,AL,stations,3183875,Tirana,200,N,1,mild,17.91,0,0,1777014368,2026-04-24T07:06:08Z,2,3.74,5.83,137.16,0.4,2.41,97.62,1.79,3.59,fair,low,2026-04-24T07:06:08Z,2026-04-24T07:06:08Z,2026,4,24,7,4,0,spring,675.54,1.9074,12710.16,2,3.74,5.83
2026-04-24T07:06:08Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AL,Albania,Tirana,2866376,EU,Durrës,Durres,195920,2,Europe/Tirane,PPLA,0,3185728,2026-04-13,41.32355,19.45469,800,Clear,clear sky,01d,13.23,11.91,13.23,13.23,1016,50,1016,1013,10000.0,1.27,354,1.28,0,0.0,0.0,0.0,0.0,7200,1777014368,2026-04-24T07:06:08Z,1777002563,2026-04-24T03:49:23Z,1777051860,2026-04-24T17:31:00Z,AL,stations,3185728,Durrës,200,N,1,mild,18.23,0,0,1777014368,2026-04-24T07:06:08Z,3,3.9,5.9,139.26,0.3,2.12,108.79,1.93,2.66,moderate,low,2026-04-24T07:06:08Z,2026-04-24T07:06:08Z,2026,4,24,7,4,0,spring,661.5,4.953,13441.68,3,3.9,5.9
2026-04-24T07:06:08Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AL,Albania,Tirana,2866376,EU,Vlorë,Vlore,115261,3,Europe/Tirane,PPLA,58,3183719,2026-04-13,40.4696,19.48379,800,Clear,clear sky,01d,15.32,14.21,15.32,15.32,1015,50,1015,1003,10000.0,1.85,8,1.93,1,0.0,0.0,0.0,0.0,7200,1777014368,2026-04-24T07:06:08Z,1777002643,2026-04-24T03:50:43Z,1777051765,2026-04-24T17:29:25Z,AL,stations,3183719,Vlorë,200,N,1,mild,20.32,0,0,1777014368,2026-04-24T07:06:08Z,3,4.23,7.96,135.69,0.2,1.55,117.12,2.04,1.95,moderate,low,2026-04-24T07:06:08Z,2026-04-24T07:06:08Z,2026,4,24,7,4,0,spring,766.0,7.825500000000001,15549.8,3,4.23,7.96
2026-04-24T07:06:08Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AM,Armenia,Yerevan,3090500,AS,Yerevan,Yerevan,1144700,1,Asia/Yerevan,PPLC,1002,616052,2026-04-04,40.17765,44.5126,803,Clouds,broken clouds,04d,16.09,14.77,16.09,16.09,1009,39,1009,894,10000.0,2.57,270,,75,0.0,0.0,0.0,0.0,14400,1777014301,2026-04-24T07:05:01Z,1776996671,2026-04-24T02:11:11Z,1777045725,2026-04-24T15:48:45Z,AM,stations,616052,Yerevan,200,W,1,mild,19.99,0,0,1777014368,2026-04-24T07:06:08Z,3,10.55,28.92,105.39,0.06,0.42,114.93,3.62,0.83,moderate,moderate,2026-04-24T07:05:01Z,2026-04-24T07:06:08Z,2026,4,24,7,4,0,spring,627.51,27.1135,16234.81,3,10.55,28.92
2026-04-24T07:06:09Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AM,Armenia,Yerevan,3090500,AS,Gyumri,Gyumri,114667,2,Asia/Yerevan,PPLA,1553,616635,2026-04-17,40.79305,43.84635,803,Clouds,broken clouds,04d,11.84,10.31,11.84,11.84,1009,47,1009,828,10000.0,7.72,230,,75,0.0,0.0,0.0,0.0,14400,1777014368,2026-04-24T07:06:08Z,1776996769,2026-04-24T02:12:49Z,1777045947,2026-04-24T15:52:27Z,AM,stations,616635,Gyumri,200,SW,1,mild,16.54,0,0,1777014369,2026-04-24T07:06:09Z,3,7.54,17.23,104.05,0.07,0.38,108.18,2.65,1.15,moderate,low,2026-04-24T07:06:08Z,2026-04-24T07:06:09Z,2026,4,24,7,4,0,spring,556.48,58.2088,11946.56,3,7.54,17.23
2026-04-24T07:06:09Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AM,Armenia,Yerevan,3090500,AS,Vanadzor,Vanadzor,78100,3,Asia/Yerevan,PPLA,1368,616530,2026-04-13,40.8074,44.49704,803,Clouds,broken clouds,04d,12.43,11.11,12.43,12.43,1008,53,1008,789,10000.0,8.54,212,18.17,70,0.0,0.0,0.0,0.0,14400,1777014369,2026-04-24T07:06:09Z,1776996611,2026-04-24T02:10:11Z,1777045792,2026-04-24T15:49:52Z,AM,stations,616530,Vanadzor,200,SSW,1,mild,17.73,0,0,1777014369,2026-04-24T07:06:09Z,3,7.91,21.51,105.08,0.08,0.47,108.64,2.47,1.88,moderate,low,2026-04-24T07:06:09Z,2026-04-24T07:06:09Z,2026,4,24,7,4,0,spring,658.79,67.5514,12529.44,3,7.91,21.51
2026-04-24T07:06:09Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AO,Angola,Luanda,30809762,AF,Luanda,Luanda,2776168,1,Africa/Luanda,PPLC,73,2240449,2024-03-26,-8.83682,13.23432,804,Clouds,overcast clouds,04d,25.0,25.85,25.0,25.0,1011,88,1011,1002,10000.0,2.57,150,,100,0.0,0.0,0.0,0.0,3600,1777014259,2026-04-24T07:04:19Z,1777007384,2026-04-24T05:09:44Z,1777050024,2026-04-24T17:00:24Z,AO,stations,2240449,Luanda,200,SSE,1,warm,33.8,0,0,1777014369,2026-04-24T07:06:09Z,2,13.63,47.02,68.78,0.0,0.04,40.65,0.36,0.0,fair,moderate,2026-04-24T07:04:19Z,2026-04-24T07:06:09Z,2026,4,24,7,4,0,spring,2200.0,35.0291,25275.0,2,13.63,47.02
2026-04-24T07:06:09Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AO,Angola,Luanda,30809762,AF,Lubango,Lubango,600751,2,Africa/Luanda,PPLA,1760,3347762,2026-04-13,-14.91717,13.4925,802,Clouds,scattered clouds,03d,15.92,16.18,15.92,15.92,1014,100,1014,829,10000.0,1.03,0,,40,0.0,0.0,0.0,0.0,3600,1777014369,2026-04-24T07:06:09Z,1777007665,2026-04-24T05:14:25Z,1777049619,2026-04-24T16:53:39Z,AO,stations,3347762,Lubango,200,N,1,mild,25.92,0,0,1777014369,2026-04-24T07:06:09Z,3,20.57,92.09,78.91,0.11,0.37,19.68,0.09,0.26,moderate,moderate,2026-04-24T07:06:09Z,2026-04-24T07:06:09Z,2026,4,24,7,4,0,spring,1592.0,21.1871,16142.88,3,20.57,92.09
2026-04-24T07:06:09Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AO,Angola,Luanda,30809762,AF,Huambo,Huambo,595304,3,Africa/Luanda,PPLA,1716,3348313,2026-04-13,-12.77611,15.73917,801,Clouds,few clouds,02d,17.89,18.19,17.89,17.89,1014,94,1014,833,10000.0,1.03,0,,12,0.0,0.0,0.0,0.0,3600,1777014369,2026-04-24T07:06:09Z,1777007003,2026-04-24T05:03:23Z,1777049202,2026-04-24T16:46:42Z,AO,stations,3348313,Huambo,200,N,1,mild,27.29,0,0,1777014369,2026-04-24T07:06:09Z,1,2.99,3.77,113.51,0.16,1.36,7.93,0.11,0.2,good,low,2026-04-24T07:06:09Z,2026-04-24T07:06:09Z,2026,4,24,7,4,0,spring,1681.66,3.0797000000000003,18140.46,1,2.99,3.77
2026-04-24T07:06:09Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AR,Argentina,Buenos Aires,44494502,SA,Buenos Aires,Buenos Aires,2891082,1,America/Argentina/Buenos_Aires,PPLC,31,3435910,2024-06-19,-34.61315,-58.37723,800,Clear,clear sky,01n,13.22,13.03,9.82,14.91,1018,93,1018,1017,10000.0,2.45,323,2.91,0,0.0,0.0,0.0,0.0,-10800,1777014369,2026-04-24T07:06:09Z,1777026219,2026-04-24T10:23:39Z,1777065558,2026-04-24T21:19:18Z,AR,stations,3435910,Buenos Aires,200,NW,0,mild,22.52,0,0,1777014369,2026-04-24T07:06:09Z,2,16.44,24.53,486.11,0.01,22.34,16.13,2.57,0.21,fair,moderate,2026-04-24T07:06:09Z,2026-04-24T07:06:09Z,2026,4,24,7,4,0,spring,1229.46,40.278000000000006,13457.96,2,16.44,24.53
2026-04-24T07:06:10Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AR,Argentina,Buenos Aires,44494502,SA,Córdoba,Cordoba,2106734,2,America/Argentina/Cordoba,PPLA,378,3860259,2026-04-13,-31.40648,-64.18853,803,Clouds,broken clouds,04n,15.96,15.49,15.96,16.75,1017,72,1017,959,10000.0,2.03,23,3.74,64,0.0,0.0,0.0,0.0,-10800,1777014370,2026-04-24T07:06:10Z,1777027370,2026-04-24T10:42:50Z,1777067196,2026-04-24T21:46:36Z,AR,stations,3860259,Córdoba,200,NNE,0,mild,23.16,0,0,1777014370,2026-04-24T07:06:10Z,2,13.59,19.66,225.03,0.0,3.6,29.1,0.13,0.38,fair,moderate,2026-04-24T07:06:10Z,2026-04-24T07:06:10Z,2026,4,24,7,4,0,spring,1149.12,27.5877,16231.320000000002,2,13.59,19.66
2026-04-24T07:06:10Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AR,Argentina,Buenos Aires,44494502,SA,Rosario,Rosario,948312,3,America/Argentina/Cordoba,PPLA2,38,3838583,2026-04-16,-32.94682,-60.63932,801,Clouds,few clouds,02n,14.99,14.5,10.62,15.01,1018,75,1018,1016,10000.0,1.31,37,1.81,13,0.0,0.0,0.0,0.0,-10800,1777014370,2026-04-24T07:06:10Z,1777026633,2026-04-24T10:30:33Z,1777066230,2026-04-24T21:30:30Z,AR,stations,3838583,Rosario,200,NE,0,mild,22.49,0,0,1777014370,2026-04-24T07:06:10Z,2,20.54,28.34,414.6,0.01,8.25,28.66,0.5,0.26,fair,moderate,2026-04-24T07:06:10Z,2026-04-24T07:06:10Z,2026,4,24,7,4,0,spring,1124.25,26.9074,15259.82,2,20.54,28.34
2026-04-24T07:06:10Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AT,Austria,Vienna,8847037,EU,Vienna,Vienna,1691468,1,Europe/Vienna,PPLC,193,2761369,2025-11-01,48.20849,16.37208,800,Clear,clear sky,01d,13.66,12.41,12.71,14.33,1018,51,1018,991,10000.0,9.83,334,14.75,0,0.0,0.0,0.0,0.0,7200,1777014198,2026-04-24T07:03:18Z,1777002492,2026-04-24T03:48:12Z,1777053410,2026-04-24T17:56:50Z,AT,stations,2761369,Vienna,200,NNW,1,mild,18.76,0,0,1777014370,2026-04-24T07:06:10Z,2,8.36,10.81,175.47,2.61,7.61,70.99,1.19,9.02,fair,low,2026-04-24T07:03:18Z,2026-04-24T07:06:10Z,2026,4,24,7,4,0,spring,696.66,82.1788,13905.88,2,8.36,10.81
2026-04-24T07:06:10Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AT,Austria,Vienna,8847037,EU,Graz,Graz,303270,2,Europe/Vienna,PPLA,362,2778067,2026-04-13,47.06733,15.44197,800,Clear,clear sky,01d,12.67,11.43,12.46,12.97,1018,55,1018,961,10000.0,0.45,110,0.89,0,0.0,0.0,0.0,0.0,7200,1777013767,2026-04-24T06:56:07Z,1777002865,2026-04-24T03:54:25Z,1777053485,2026-04-24T17:58:05Z,AT,stations,2778067,Graz,200,ESE,1,mild,18.17,0,0,1777013858,2026-04-24T06:57:38Z,2,13.21,19.38,225.88,7.36,10.3,33.44,0.57,6.02,fair,moderate,2026-04-24T06:56:07Z,2026-04-24T06:57:38Z,2026,4,24,6,4,0,spring,696.85,5.944500000000001,12898.06,2,13.21,19.38
2026-04-24T07:06:10Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AT,Austria,Vienna,8847037,EU,Linz,Linz,204846,3,Europe/Vienna,PPLA,268,2772400,2026-04-13,48.30639,14.28611,800,Clear,clear sky,01d,11.66,10.16,10.24,11.66,1020,49,1020,976,10000.0,3.09,300,,8,0.0,0.0,0.0,0.0,7200,1777014358,2026-04-24T07:05:58Z,1777002979,2026-04-24T03:56:19Z,1777053924,2026-04-24T18:05:24Z,AT,stations,2772400,Linz,200,WNW,1,mild,16.56,0,0,1777014370,2026-04-24T07:06:10Z,2,8.17,9.21,139.22,0.97,3.82,86.6,0.82,6.72,fair,low,2026-04-24T07:05:58Z,2026-04-24T07:06:10Z,2026,4,24,7,4,0,spring,571.34,25.2453,11893.2,2,8.17,9.21
2026-04-24T07:06:10Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AU,Australia,Canberra,24992369,OC,Sydney,Sydney,5557233,1,Australia/Sydney,PPLA,58,2147714,2026-04-13,-33.86785,151.20732,301,Drizzle,drizzle,09d,20.67,20.72,19.61,21.73,1031,74,1031,1025,6000.0,4.12,160,,100,0.24,0.0,0.0,0.0,36000,1777014302,2026-04-24T07:05:02Z,1776975834,2026-04-23T20:23:54Z,1777015355,2026-04-24T07:22:35Z,AU,stations,2147714,Sydney,200,SSE,1,warm,28.07,1,0,1777014122,2026-04-24T07:02:02Z,1,1.15,3.18,66.15,0.05,0.86,54.86,0.7,0.07,good,low,2026-04-24T07:05:02Z,2026-04-24T07:02:02Z,2026,4,24,7,4,0,spring,1529.5800000000002,4.738,21310.77,1,1.15,3.18
2026-04-24T07:06:11Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AU,Australia,Canberra,24992369,OC,Melbourne,Melbourne,5350705,2,Australia/Melbourne,PPLA,25,2158177,2026-04-13,-37.814,144.96332,804,Clouds,overcast clouds,04d,22.19,21.59,21.38,22.75,1027,43,1027,1023,10000.0,4.12,360,,99,0.0,0.0,0.0,0.0,36000,1777014371,2026-04-24T07:06:11Z,1776977649,2026-04-23T20:54:09Z,1777016536,2026-04-24T07:42:16Z,AU,stations,2158177,Melbourne,200,N,1,warm,26.49,0,0,1777014302,2026-04-24T07:05:02Z,2,3.69,5.22,88.05,0.14,3.47,67.13,1.83,0.46,fair,low,2026-04-24T07:06:11Z,2026-04-24T07:05:02Z,2026,4,24,7,4,0,spring,954.17,15.2028,22789.13,2,3.69,5.22
2026-04-24T07:06:11Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AU,Australia,Canberra,24992369,OC,Brisbane,Brisbane,2780063,3,Australia/Brisbane,PPLA,27,2174003,2026-04-13,-27.46794,153.02809,500,Rain,light rain,10d,19.72,19.63,18.49,20.95,1025,72,1025,1019,10000.0,5.14,170,,75,0.32,0.0,0.0,0.0,36000,1777014371,2026-04-24T07:06:11Z,1776974940,2026-04-23T20:09:00Z,1777015374,2026-04-24T07:22:54Z,AU,stations,2174003,Brisbane,200,S,1,mild,26.92,1,0,1777014371,2026-04-24T07:06:11Z,1,1.88,1.92,75.1,0.01,0.7,45.38,0.07,0.09,good,low,2026-04-24T07:06:11Z,2026-04-24T07:06:11Z,2026,4,24,7,4,0,spring,1419.84,9.663199999999998,20213.0,1,1.88,1.92
2026-04-24T07:06:11Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AW,Aruba,Oranjestad,105845,,Oranjestad,Oranjestad,29998,1,America/Aruba,PPLC,22,3577154,2024-01-10,12.52398,-70.02703,801,Clouds,few clouds,02n,26.03,26.03,25.97,26.14,1010,80,1010,1011,10000.0,7.15,101,10.28,20,0.0,0.0,0.0,0.0,-14400,1777014098,2026-04-24T07:01:38Z,1777026174,2026-04-24T10:22:54Z,1777071194,2026-04-24T22:53:14Z,AW,stations,3577154,Oranjestad,200,E,0,warm,34.03,0,0,1777014371,2026-04-24T07:06:11Z,1,1.62,4.72,104.68,0.0,2.42,36.61,2.57,0.83,good,low,2026-04-24T07:01:38Z,2026-04-24T07:06:11Z,2026,4,24,7,4,0,spring,2082.4,11.583000000000002,26290.300000000003,1,1.62,4.72
2026-04-24T07:06:11Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AW,Aruba,Oranjestad,105845,,Noord,Noord,24193,2,America/Aruba,PPL,11,3577159,2024-04-21,12.56596,-70.03198,801,Clouds,few clouds,02n,26.1,26.1,25.99,26.16,1010,81,1010,1011,10000.0,5.14,100,,20,0.0,0.0,0.0,0.0,-14400,1777014371,2026-04-24T07:06:11Z,1777026173,2026-04-24T10:22:53Z,1777071198,2026-04-24T22:53:18Z,AW,stations,3577159,Noord,200,E,0,warm,34.2,0,0,1777014371,2026-04-24T07:06:11Z,1,1.62,4.72,104.68,0.0,2.42,36.61,2.57,0.83,good,low,2026-04-24T07:06:11Z,2026-04-24T07:06:11Z,2026,4,24,7,4,0,spring,2114.1,8.3268,26361.0,1,1.62,4.72
2026-04-24T07:06:11Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AW,Aruba,Oranjestad,105845,,Tanki Leendert,Tanki Leendert,21500,3,America/Aruba,PPL,26,3577072,2018-12-04,12.53914,-70.02004,801,Clouds,few clouds,02n,25.97,25.97,25.89,26.06,1010,81,1010,1011,10000.0,5.14,100,,20,0.0,0.0,0.0,0.0,-14400,1777014371,2026-04-24T07:06:11Z,1777026172,2026-04-24T10:22:52Z,1777071193,2026-04-24T22:53:13Z,AW,stations,3577149,Paradijs,200,E,0,warm,34.07,0,0,1777014371,2026-04-24T07:06:11Z,1,1.62,4.72,104.68,0.0,2.42,36.61,2.57,0.83,good,low,2026-04-24T07:06:11Z,2026-04-24T07:06:11Z,2026,4,24,7,4,0,spring,2103.57,8.3268,26229.7,1,1.62,4.72
2026-04-24T07:06:11Z,OpenWeather,OpenWeather,GeoNames cities15000 + countryInfo,metric,AZ,Azerbaijan,Baku,10224900,AS,Baku,Baku,2351300,1,Asia/Baku,PPLC,-23,587084,2026-03-29,40.37767,49.89201,803,Clouds,broken clouds,04d,12.03,11.27,12.03,12.03,1009,76,1009,1008,10000.0,3.09,280,,75,0.0,0.0,0.0,0.0,14400,1777014099,2026-04-24T07:01:39Z,1776995361,2026-04-24T01:49:21Z,1777044453,2026-04-24T15:27:33Z,AZ,stations,587084,Baku,200,W,1,mild,19.63,0,0,1777014371,2026-04-24T07:06:11Z,2,9.49,27.0,140.9,0.44,2.27,88.19,1.24,1.46,fair,low,2026-04-24T07:01:39Z,2026-04-24T07:06:11Z,2026,4,24,7,4,0,spring,914.28,29.3241,12138.27,2,9.49,27.0
